"seqid","strand","gene_name","gene_id","event_type","ref_exon_start","ref_exon_end","start","end","is_intron","other_exon_start","other_exon_end","is_denovo","ref_exon_denovo","other_exon_denovo","event_denovo","dpsi_mean","dpsi_std","probability_changing","probability_nonchanging","control_raw_psi_mean","control_raw_psi_std","control_bootstrap_psi_std","control_raw_coverage","infected_raw_psi_mean","infected_raw_psi_std","infected_bootstrap_psi_std","infected_raw_coverage"
"chr1","-","MRPL20","ENSG00000242485.6","s",1406909,1407019,1405886,1406909,"False",1405109,1405886,"False","False","False","False",0.0012,0.017,-4.167e-08,0.9994,0.9823,0.0103,0.0128,159,0.9837,0.0078,0.0089,259
"chr1","-","MRPL20","ENSG00000242485.6","s",1406909,1407019,1406347,1406908,"True",1406226,1406346,"False","False","False","False",1e-04,0.0152,-1.699e-08,1,0.0095,0.0076,0.0083,1.2,0.0113,0.0065,0.0075,2.6333
"chr1","-","CDK11B","ENSG00000248333.9","t",1645126,1645304,1645304,1645579,"False",1645579,1645643,"False","False","False","False",-4e-04,0.0162,1.205e-06,0.9985,0.0119,0.0201,0.0221,0,0.0088,0.0149,0.0161,0
"chr1","-","CDK11B","ENSG00000248333.9","t",1645126,1645304,1645304,1645460,"False",1645460,1645508,"False","False","False","False",-4e-04,0.0162,1.205e-06,0.9985,0.0119,0.0201,0.0221,0,0.0088,0.0149,0.0161,0
"chr1","-","CDK11B","ENSG00000248333.9","t",1645126,1645304,1645262,1649499,"False",1649499,1649637,"False","False","False","False",9e-04,0.0182,4.936e-06,0.996,0.9762,0.0283,0.0314,27,0.9825,0.021,0.0228,37
"chr1","-","CDK11B","ENSG00000248333.9","s",1649499,1649637,1645262,1649499,"False",1645126,1645304,"False","False","False","False",-0.0138,0.0344,0.006449,0.9431,0.9425,0.0425,0.0531,27,0.8682,0.051,0.0777,37
"chr1","-","CDK11B","ENSG00000248333.9","s",1649499,1649637,1642508,1649499,"False",1642347,1642508,"False","False","False","False",0.0173,0.0379,0.009623,0.9288,0.046,0.0382,0.0485,1,0.124,0.0497,0.077,5
"chr1","-","CDK11B","ENSG00000248333.9","s",1649499,1649637,1642001,1649499,"False",1641906,1642001,"False","False","False","False",-6e-04,0.0161,9.041e-07,0.9987,0.0115,0.0195,0.0214,0,0.0078,0.0132,0.0141,0
"chr1","-","CDK11A","ENSG00000008128.23","s",1709479,1709640,1709133,1709518,"False",1709038,1709133,"False","False","False","False",-0.004,0.0233,0.00011,0.9803,0.9531,0.0368,0.0467,30,0.9286,0.0429,0.0485,32
"chr1","-","CDK11A","ENSG00000008128.23","s",1709479,1709640,1709133,1709479,"False",1709038,1709133,"False","False","False","False",0.004,0.0233,0.00011,0.9803,0.0469,0.0368,0.0467,1,0.0714,0.0429,0.0485,2
"chr1","-","NADK","ENSG00000008130.15","t",1757107,1757310,1757310,1761952,"False",1761665,1762035,"False","False","False","False",0.0081,0.0346,0.006114,0.9554,0.8817,0.0571,0.0768,27,0.9279,0.042,0.053,34
"chr1","-","NADK","ENSG00000008130.15","t",1757107,1757310,1757310,1759101,"False",1759101,1759243,"False","False","False","False",-2e-04,0.0161,4.3e-07,0.9987,0.0108,0.0182,0.0185,0,0.009,0.0153,0.0161,0
"chr1","-","NADK","ENSG00000008130.15","t",1757107,1757310,1757310,1758365,"False",1758365,1758575,"False","False","False","False",-0.0088,0.0352,0.006475,0.9525,0.1075,0.0548,0.0749,3,0.0631,0.0394,0.0507,2
"chr1","-","NADK","ENSG00000008130.15","s",1761665,1762035,1759902,1761952,"False",1759734,1759902,"False","False","False","False",-4e-04,0.0172,1.462e-06,0.9974,0.0179,0.0246,0.0252,0,0.0143,0.0198,0.0208,0
"chr1","-","NADK","ENSG00000008130.15","s",1761665,1762035,1757310,1761952,"False",1757107,1757310,"False","False","False","False",4e-04,0.0172,1.521e-06,0.9974,0.9821,0.0246,0.0252,27,0.9857,0.0198,0.0208,34
"chr1","-","GNB1","ENSG00000078369.19","s",1787322,1787437,1787053,1787326,"False",1785285,1787053,"True","False","False","True",0.0098,0.0202,-1.648e-08,0.9898,0.0511,0.0131,0.018,14,0.0646,0.0117,0.0169,28
"chr1","-","GNB1","ENSG00000078369.19","s",1787322,1787437,1787053,1787322,"False",1785285,1787053,"False","False","False","True",-0.0081,0.0204,6.299e-10,0.991,0.9418,0.0139,0.019,264,0.9309,0.0121,0.0172,408
"chr1","-","GNB1","ENSG00000078369.19","s",1787322,1787437,1787054,1787321,"True",1785285,1787053,"False","False","False","True",-2e-04,0.0145,-3.201e-08,1,0.0071,0.005,0.0057,1.6667,0.0046,0.0032,0.0036,1.6667
"chr1","-","GNB1","ENSG00000078369.19","t",1787322,1787437,1787437,1789053,"False",1789053,1789269,"False","False","False","False",0,0.0144,-9.098e-09,1,0.9975,0.0035,0.0036,200,0.998,0.0028,0.0028,255
"chr1","-","GNB1","ENSG00000078369.19","t",1787322,1787437,1787437,1788240,"False",1787987,1788444,"False","False","False","False",0,0.0144,-7.468e-09,1,0.0025,0.0035,0.0036,0,0.002,0.0028,0.0028,0
"chr1","-","GNB1","ENSG00000078369.19","s",1789053,1789269,1787437,1789053,"False",1787322,1787437,"False","False","False","False",2e-04,0.0146,2.134e-08,1,0.9929,0.0059,0.0063,200,0.9947,0.0045,0.0047,255
"chr1","-","GNB1","ENSG00000078369.19","s",1789053,1789269,1788445,1789052,"True",1787987,1788444,"False","False","False","False",-2e-04,0.0146,5.799e-08,1,0.0071,0.0059,0.0063,0.9333,0.0053,0.0045,0.0047,0.8667
"chr1","-","GNB1","ENSG00000078369.19","t",1789053,1789269,1789269,1793245,"False",1793245,1794197,"False","False","False","False",0,0.0145,-4.074e-09,1,0.0027,0.0038,0.0039,0,0.0019,0.0027,0.0028,0
"chr1","-","GNB1","ENSG00000078369.19","t",1789053,1789269,1789269,1790395,"False",1790395,1790596,"False","False","False","False",0,0.0145,2.322e-08,1,0.9973,0.0038,0.0039,183,0.9981,0.0027,0.0028,256
"chr1","-","GNB1","ENSG00000078369.19","s",1793245,1794197,1790596,1793245,"False",1790395,1790596,"False","False","False","False",0,0.0144,-3.894e-08,1,0.9974,0.0037,0.0038,190,0.9985,0.0021,0.0021,338
"chr1","-","GNB1","ENSG00000078369.19","s",1793245,1794197,1789269,1793245,"False",1789053,1789269,"False","False","False","False",0,0.0144,-3.71e-08,1,0.0026,0.0037,0.0038,0,0.0015,0.0021,0.0021,0
"chr1","-","GNB1","ENSG00000078369.19","t",1806475,1806538,1806538,1825397,"False",1824988,1825554,"False","False","False","False",0,0.0144,7.436e-09,1,0.0026,0.0036,0.0036,0,0.0015,0.0022,0.0022,0
"chr1","-","GNB1","ENSG00000078369.19","t",1806475,1806538,1806538,1815756,"False",1815756,1815862,"False","False","False","False",0,0.0144,4.999e-09,1,0.9974,0.0036,0.0036,194,0.9985,0.0022,0.0022,322
"chr1","-","GNB1","ENSG00000078369.19","t",1815756,1815862,1815862,1825397,"False",1824988,1825554,"False","False","False","False",-8e-04,0.0151,-1.614e-08,0.9999,0.0124,0.0081,0.0094,2,0.007,0.0045,0.006,2
"chr1","-","GNB1","ENSG00000078369.19","t",1815756,1815862,1815862,1817837,"False",1817687,1818386,"False","False","False","False",0.0011,0.0152,-4.412e-08,0.9999,0.9858,0.0086,0.01,185,0.992,0.0048,0.0063,332
"chr1","-","GNB1","ENSG00000078369.19","t",1815756,1815862,1815862,1817687,"False",1817687,1818386,"False","False","False","False",0,0.0144,-1.979e-08,1,0.0018,0.0031,0.0031,0,0.001,0.0017,0.0017,0
"chr1","-","GNB1","ENSG00000078369.19","t",1817687,1818386,1817875,1839190,"False",1839190,1839238,"False","False","False","False",0,0.0145,-8.569e-08,1,0.003,0.0042,0.0043,0,0.0015,0.0022,0.0022,0
"chr1","-","GNB1","ENSG00000078369.19","t",1817687,1818386,1817875,1825397,"False",1824988,1825554,"False","False","False","False",0,0.0145,-5.844e-08,1,0.997,0.0042,0.0043,168,0.9985,0.0022,0.0022,324
"chr1","-","GNB1","ENSG00000078369.19","s",1824988,1825554,1817875,1825397,"False",1817687,1818386,"False","False","False","False",0.0015,0.0154,-5.348e-08,0.9998,0.9844,0.0094,0.0107,168,0.9918,0.005,0.0061,324
"chr1","-","GNB1","ENSG00000078369.19","s",1824988,1825554,1815862,1825397,"False",1815756,1815862,"False","False","False","False",-0.0011,0.0152,-2.166e-08,0.9999,0.0136,0.0088,0.0102,2,0.0071,0.0046,0.0059,2
"chr1","-","GNB1","ENSG00000078369.19","s",1824988,1825554,1806538,1825397,"False",1806475,1806538,"False","False","False","False",0,0.0144,-3.771e-08,1,0.0019,0.0034,0.0034,0,0.001,0.0018,0.0018,0
"chr1","-","GNB1","ENSG00000078369.19","t",1824988,1825554,1825499,1890820,"False",1890820,1890966,"False","False","False","False",-0.0102,0.0254,0.0001645,0.9612,0.2046,0.032,0.0477,32,0.1714,0.0239,0.0364,42
"chr1","-","GNB1","ENSG00000078369.19","t",1824988,1825554,1825499,1839190,"False",1839190,1839238,"False","False","False","False",0.0108,0.0253,0.0001342,0.9598,0.7806,0.0328,0.0498,123,0.8192,0.0244,0.0368,202
"chr1","-","GNB1","ENSG00000078369.19","t",1824988,1825554,1825499,1832232,"False",1832232,1832482,"False","False","False","False",-0.0019,0.0163,-2.559e-08,0.9993,0.0148,0.0096,0.014,2,0.0094,0.0061,0.0087,2
"chr1","-","GNB1","ENSG00000078369.19","s",1839190,1839238,1825499,1839190,"False",1824988,1825554,"False","False","False","False",1e-04,0.0145,5.052e-08,1,0.996,0.0057,0.0058,123,0.9975,0.0035,0.0035,202
"chr1","-","GNB1","ENSG00000078369.19","s",1839190,1839238,1817875,1839190,"False",1817687,1818386,"False","False","False","False",-1e-04,0.0145,5.743e-08,1,0.004,0.0057,0.0058,0,0.0025,0.0035,0.0035,0
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1892247,"False",1892247,1892292,"False","False","False","False",0,0.0144,-1.193e-08,1,7e-04,0.0026,0.0026,0,4e-04,0.0015,0.0015,0
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1891998,"False",1891998,1892147,"False","False","False","False",0,0.0144,-1.193e-08,1,7e-04,0.0026,0.0026,0,4e-04,0.0015,0.0015,0
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1891025,"False",1891025,1891117,"False","False","False","False",0,0.0144,-1.193e-08,1,7e-04,0.0026,0.0026,0,4e-04,0.0015,0.0015,0
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1890820,"False",1890820,1890966,"False","False","False","False",0.0138,0.0285,0.00101,0.9431,0.8215,0.037,0.0512,87,0.8857,0.0235,0.0314,162
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1890364,"False",1890188,1890493,"False","False","False","False",-0.0022,0.0194,1.907e-08,0.9958,0.029,0.0162,0.0227,3,0.0223,0.0109,0.0161,4
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1889964,"False",1889964,1890091,"False","False","False","False",0,0.0144,-1.193e-08,1,7e-04,0.0026,0.0026,0,4e-04,0.0015,0.0015,0
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1879787,"False",1879787,1879902,"False","False","False","False",-0.0048,0.0215,5.562e-07,0.988,0.0479,0.0206,0.0313,5,0.0332,0.0132,0.017,6
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1876583,"False",1876583,1876806,"False","False","False","False",0,0.0144,-1.193e-08,1,7e-04,0.0026,0.0026,0,4e-04,0.0015,0.0015,0
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1858597,"False",1858597,1858772,"False","False","False","False",0,0.0144,-1.193e-08,1,7e-04,0.0026,0.0026,0,4e-04,0.0015,0.0015,0
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1853152,"False",1853152,1853297,"False","False","False","False",-9e-04,0.0164,3.085e-08,0.9993,0.0102,0.0097,0.0143,1,0.0113,0.0078,0.0111,2
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1852570,"False",1852570,1852680,"False","False","False","False",-0.0094,0.0198,1.359e-07,0.9889,0.0479,0.0206,0.0273,5,0.0223,0.0109,0.0132,4
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1847878,"False",1847878,1848036,"False","False","False","False",-0.0058,0.0198,-5.661e-08,0.992,0.0385,0.0186,0.0255,4,0.0168,0.0095,0.0146,3
"chr1","-","GNB1","ENSG00000078369.19","t",1839190,1839238,1839238,1839629,"False",1839629,1839682,"False","False","False","False",3e-04,0.0146,-4.478e-08,1,7e-04,0.0026,0.0026,0,0.0059,0.0056,0.007,1
"chr1","-","GNB1","ENSG00000078369.19","s",1890820,1890966,1879902,1890820,"False",1879787,1879902,"False","False","False","False",-0.0061,0.0197,6.662e-08,0.9934,0.0333,0.0159,0.0228,4,0.0152,0.0084,0.0129,3
"chr1","-","GNB1","ENSG00000078369.19","s",1890820,1890966,1853297,1890820,"False",1853152,1853297,"False","False","False","False",-8e-04,0.0173,4.99e-08,0.9991,0.0175,0.0116,0.0151,2,0.0152,0.0084,0.0111,3
"chr1","-","GNB1","ENSG00000078369.19","s",1890820,1890966,1852680,1890820,"False",1852570,1852680,"False","False","False","False",0,0.0145,1.899e-08,1,0.0016,0.0035,0.0035,0,9e-04,0.0021,0.0021,0
"chr1","-","GNB1","ENSG00000078369.19","s",1890820,1890966,1839238,1890820,"False",1839190,1839238,"False","False","False","False",0.0164,0.0326,0.004607,0.9336,0.6921,0.041,0.0633,87,0.7687,0.029,0.0454,162
"chr1","-","GNB1","ENSG00000078369.19","s",1890820,1890966,1825499,1890820,"False",1824988,1825554,"False","False","False","False",-0.0127,0.0272,0.0008158,0.9512,0.2556,0.0387,0.0612,32,0.2,0.0275,0.0419,42
"chr1","-","GNB1","ENSG00000078369.19","s",1891025,1891117,1839238,1891025,"False",1839190,1839238,"False","False","False","False",-0.001,0.0162,1.449e-07,0.9988,0.0143,0.0198,0.0197,0,0.0083,0.0115,0.0117,0
"chr1","-","GNB1","ENSG00000078369.19","s",1891025,1891117,1890967,1891024,"True",1890820,1890966,"False","False","False","False",0.001,0.0162,2.217e-07,0.9988,0.9857,0.0198,0.0197,34,0.9917,0.0115,0.0117,59.5
"chr1","-","FAAP20","ENSG00000162585.17","t",2193639,2193910,2193910,2198007,"False",2198007,2198142,"False","False","False","False",-0.0062,0.0185,4.464e-05,0.9911,0.0342,0.0287,0.0396,1,0.0049,0.0084,0.0083,0
"chr1","-","FAAP20","ENSG00000162585.17","t",2193639,2193910,2193910,2194688,"False",2194688,2194775,"False","False","False","False",0.0071,0.0297,0.002486,0.96,0.1368,0.0543,0.0764,5,0.2108,0.0491,0.0656,14
"chr1","-","FAAP20","ENSG00000162585.17","t",2193639,2193910,2193910,2193998,"False",2193998,2194213,"False","False","False","False",-0.0036,0.0269,0.0008658,0.9685,0.8291,0.0595,0.081,32,0.7843,0.0495,0.0658,53
"chr1","+","RER1","ENSG00000157916.20","s",2391775,2391958,2391958,2393270,"False",2393270,2393355,"True","False","True","True",0.0056,0.0231,7.652e-07,0.9806,0.1228,0.0284,0.0334,16,0.1274,0.0241,0.0336,24
"chr1","+","RER1","ENSG00000157916.20","s",2391775,2391958,2391958,2395608,"False",2394005,2395648,"False","False","False","True",0,0.0145,9.031e-09,1,0.0025,0.0043,0.0043,0,0.0017,0.003,0.003,0
"chr1","+","RER1","ENSG00000157916.20","s",2391775,2391958,2391958,2395784,"False",2395784,2396367,"False","False","False","True",-0.0053,0.0231,7.216e-07,0.981,0.8747,0.0286,0.0336,116,0.8709,0.0242,0.0337,166
"chr1","+","RER1","ENSG00000157916.20","t",2395784,2396367,2391958,2395784,"False",2391775,2391958,"False","False","False","True",0.0025,0.0264,0.0001952,0.9676,0.7643,0.0343,0.0526,116,0.7801,0.0283,0.0384,166
"chr1","+","RER1","ENSG00000157916.20","t",2395784,2396367,2393231,2395784,"False",2393174,2393231,"False","False","False","True",3e-04,0.0146,2.298e-08,1,0.0011,0.0027,0.0026,0,0.0055,0.005,0.007,1
"chr1","+","RER1","ENSG00000157916.20","t",2395784,2396367,2393355,2395784,"False",2393270,2393355,"True","False","True","True",-0.0109,0.0273,0.0002239,0.9491,0.1393,0.028,0.0449,21,0.1041,0.0209,0.0321,22
"chr1","+","RER1","ENSG00000157916.20","t",2395784,2396367,2394728,2395784,"False",2394005,2395648,"True","False","False","True",0.0055,0.0229,1.036e-08,0.9805,0.0735,0.0211,0.029,11,0.0853,0.0191,0.0246,18
"chr1","+","RER1","ENSG00000157916.20","t",2395784,2396367,2395648,2395784,"False",2394005,2395648,"False","False","False","True",0,0.0144,-3.496e-08,1,0.0011,0.0027,0.0026,0,8e-04,0.0019,0.0019,0
"chr1","+","RER1","ENSG00000157916.20","t",2395784,2396367,2395649,2395783,"True",2394005,2395648,"False","False","False","True",0.0024,0.0178,-2.615e-08,0.9992,0.0208,0.0115,0.012,3,0.0243,0.0105,0.0128,5
"chr1","+","RER1","ENSG00000157916.20","s",2397116,2397220,2397220,2399415,"False",2399415,2399514,"False","False","False","False",-0.0027,0.0162,1.49e-08,0.9994,0.9944,0.0079,0.0082,88,0.9833,0.0104,0.0133,147
"chr1","+","RER1","ENSG00000157916.20","s",2397116,2397220,2397220,2400857,"False",2400857,2400935,"False","False","False","False",0.0027,0.0162,2.448e-08,0.9994,0.0056,0.0079,0.0082,0,0.0167,0.0104,0.0133,2
"chr1","+","RER1","ENSG00000157916.20","s",2400857,2400935,2400935,2402097,"False",2401951,2402342,"False","False","False","False",0.0051,0.0194,-4.108e-08,0.995,0.016,0.0129,0.0184,1,0.0302,0.014,0.0197,4
"chr1","+","RER1","ENSG00000157916.20","s",2400857,2400935,2400935,2402207,"False",2401951,2402342,"False","False","False","False",-0.0051,0.0194,-1.402e-08,0.995,0.984,0.0129,0.0184,92,0.9698,0.014,0.0197,144
"chr1","+","RER1","ENSG00000157916.20","t",2400857,2400935,2397220,2400857,"False",2397116,2397220,"False","False","False","False",0.003,0.0163,-5.072e-08,0.9993,0.0054,0.0075,0.0078,0,0.0172,0.0108,0.0139,2
"chr1","+","RER1","ENSG00000157916.20","t",2400857,2400935,2399514,2400857,"False",2399415,2399514,"False","False","False","False",-0.003,0.0163,-4.762e-08,0.9993,0.9946,0.0075,0.0078,92,0.9828,0.0108,0.0139,142
"chr1","-","PEX10","ENSG00000157911.11","t",2410261,2410451,2410451,2413597,"False",2413597,2413797,"False","False","False","False",0.0015,0.0271,0.001656,0.9748,0.0667,0.0416,0.0551,2,0.0707,0.044,0.0681,2
"chr1","-","PEX10","ENSG00000157911.11","t",2410261,2410451,2410451,2412391,"False",2412391,2412564,"False","False","False","False",-0.0014,0.027,0.001497,0.9746,0.9238,0.0442,0.0574,32,0.9192,0.0467,0.07,30
"chr1","-","PEX10","ENSG00000157911.11","t",2410261,2410451,2410451,2410630,"False",2410630,2410868,"False","False","False","False",1e-04,0.0161,4.356e-07,0.9986,0.0095,0.0162,0.0174,0,0.0101,0.0171,0.0182,0
"chr1","-","PEX10","ENSG00000157911.11","s",2412391,2412564,2410868,2412391,"False",2410630,2410868,"False","False","False","False",2e-04,0.0173,1.416e-06,0.9973,0.0152,0.0209,0.0227,0,0.0161,0.0223,0.0241,0
"chr1","-","PEX10","ENSG00000157911.11","s",2412391,2412564,2410451,2412391,"False",2410261,2410451,"False","False","False","False",-2e-04,0.0173,1.368e-06,0.9973,0.9848,0.0209,0.0227,32,0.9839,0.0223,0.0241,30
"chr1","-","RPL22","ENSG00000116251.11","t",6197652,6197756,6197756,6208681,"False",6208681,6208739,"False","False","False","False",0,0.0144,-6.927e-08,1,0.0011,0.0025,0.0026,0,8e-04,0.0017,0.0017,0
"chr1","-","RPL22","ENSG00000116251.11","t",6197652,6197756,6197756,6200489,"False",6200489,6200842,"False","False","False","False",-0.0011,0.015,-4.014e-08,0.9999,0.0124,0.0083,0.0099,2,8e-04,0.0017,0.0017,0
"chr1","-","RPL22","ENSG00000116251.11","t",6197652,6197756,6197756,6199562,"False",6199562,6199595,"False","False","False","False",0.0039,0.0185,-6.823e-09,0.9984,0.9675,0.0133,0.0148,171,0.9769,0.0093,0.0097,256
"chr1","-","RPL22","ENSG00000116251.11","t",6197652,6197756,6197756,6199370,"False",6199370,6199553,"False","False","False","False",0,0.0144,-6.927e-08,1,0.0011,0.0025,0.0026,0,8e-04,0.0017,0.0017,0
"chr1","-","RPL22","ENSG00000116251.11","t",6197652,6197756,6197757,6199369,"True",6199370,6199553,"False","False","False","False",6e-04,0.0172,-3.401e-08,0.9997,0.0178,0.0099,0.0107,2.9551,0.0208,0.0088,0.0092,5.2564
"chr1","-","RPL22","ENSG00000116251.11","s",6199562,6199595,6197756,6199562,"False",6197652,6197756,"False","False","False","False",0.0016,0.018,-5.005e-08,0.9989,0.98,0.0106,0.0145,171,0.9828,0.008,0.011,256
"chr1","-","RPL22","ENSG00000116251.11","s",6199562,6199595,6199554,6199561,"True",6199370,6199553,"False","False","False","False",-0.0016,0.018,-7.206e-09,0.9989,0.02,0.0106,0.0145,3,0.0172,0.008,0.011,4
"chr1","-","ICMT","ENSG00000116237.16","t",6231902,6232119,6232119,6234886,"False",6234886,6234974,"False","False","False","False",-0.001,0.0189,3.658e-08,0.9959,0.0254,0.0203,0.0236,1,0.0172,0.0139,0.0186,1
"chr1","-","ICMT","ENSG00000116237.16","t",6231902,6232119,6232119,6233474,"False",6233474,6233643,"False","False","False","False",0.001,0.0189,4.195e-08,0.9959,0.9746,0.0203,0.0236,57,0.9828,0.0139,0.0186,85
"chr1","-","ICMT","ENSG00000116237.16","t",6233474,6233643,6233643,6234886,"False",6234886,6234974,"False","False","False","False",-0.0051,0.0289,0.002014,0.9638,0.8047,0.0492,0.0641,51,0.7917,0.044,0.0661,66
"chr1","-","ICMT","ENSG00000116237.16","t",6233474,6233643,6233643,6234405,"False",6234405,6234511,"False","False","False","False",0.0051,0.0289,0.002014,0.9638,0.1953,0.0492,0.0641,12,0.2083,0.044,0.0661,17
"chr1","-","ICMT","ENSG00000116237.16","s",6234886,6234974,6234511,6234886,"False",6234405,6234511,"False","False","False","False",0.0204,0.0521,0.0271,0.9082,0.1771,0.0473,0.0675,11,0.2564,0.0455,0.0744,23
"chr1","-","ICMT","ENSG00000116237.16","s",6234886,6234974,6233643,6234886,"False",6233474,6233643,"False","False","False","False",-0.017,0.0465,0.01945,0.9221,0.8021,0.0494,0.0701,51,0.7289,0.0463,0.0746,66
"chr1","-","ICMT","ENSG00000116237.16","s",6234886,6234974,6232119,6234886,"False",6231902,6232119,"False","False","False","False",-0.0012,0.0182,7.287e-08,0.9968,0.0208,0.0177,0.0232,1,0.0147,0.0125,0.0161,1
"chr1","-","ACOT7","ENSG00000097021.21","t",6281102,6281286,6281286,6294864,"False",6294864,6295504,"False","False","False","False",2e-04,0.0151,-4.3e-09,0.9998,0.9931,0.0097,0.0097,71,0.994,0.0083,0.0087,83
"chr1","-","ACOT7","ENSG00000097021.21","t",6281102,6281286,6281286,6282724,"False",6282724,6282888,"False","False","False","False",-2e-04,0.0151,-5.076e-08,0.9998,0.0069,0.0097,0.0097,0,0.006,0.0083,0.0087,0
